"sobrenome","altura","peso","novo_imc"
"Barreda",195,71,""
"Barrett",185,75,""
"Barrett",183,71,""
"Barrett",185,73,""
"Barrett",157,69,"Acima do peso"
"Barrera",215,72,"Peso normal"
"Barrios",155,71,"Acima do peso"
"Barria",210,73,"Peso normal"
"Barrios",195,76,""
"Barrios",170,72,""
"Barrios",205,70,"Peso normal"
"Barr",205,75,"Peso normal"
"Barrows",158,68,"Acima do peso"
"Barrow",NA,NA,NA
"Barrows",NA,NA,NA
"Barron",175,73,""
"Barron",185,71,""
"Barron",185,72,""
"Barr",175,72,""
"Barr",200,76,""
"Barry",185,75,""
"Barry",185,72,""
"Barry",158,69,"Acima do peso"
"Barry",190,73,""
"Barry",235,74,"Peso normal"
"Barry",205,76,"Peso normal"
"Barry",NA,NA,NA
"Barry",155,69,"Acima do peso"
"Bartell",160,69,"Acima do peso"
"Bartee",175,72,""
"Barthelson",185,72,""
"Barthmaier",205,77,"Peso normal"
"Barthold",180,71,""
"Bartholomew",195,71,""
"Bartirome",155,70,"Acima do peso"
"Bart",238,74,"Peso normal"
"Bartley",190,71,""
"Bartley",165,68,""
"Bartling",175,72,""
"Bartlett",190,72,""
"Barton",175,72,""
"Barton",190,75,""
"Bartosh",175,74,""
"Bartosch",190,73,""
"Barton",215,72,"Peso normal"
"Barton",155,66,"Acima do peso"
"Barton",195,75,""
"Barton",180,72,""
"Bartson",170,72,""
"Barzilla",180,72,""
"Basabe",180,72,""
"Basak",190,74,""
"Basgall",175,70,""
"Bashang",150,68,"Acima do peso"
"Bashlor",195,72,""
"Bashore",170,72,""
"Basinski",172,73,""
"Baskette",185,74,""
"Bass",205,74,"Peso normal"
"Bass",215,74,"Peso normal"
"Bass",175,74,""
"Bass",165,70,"Acima do peso"
"Bassett",150,70,"Acima do peso"
"Bassitt",215,77,"Peso normal"
"Bass",150,66,"Acima do peso"
"Bass",183,72,""
"Bassler",170,69,""
"Bass",205,75,"Peso normal"
"Bass",210,73,"Peso normal"
"Bastardo",202,71,"Peso normal"
"Bastian",145,66,"Acima do peso"
"Batch",170,67,""
"Batchelder",165,67,""
"Batchelor",195,73,""
"Bateman",210,75,"Peso normal"
"Bates",230,76,"Peso normal"
"Bates",155,67,"Acima do peso"
"Bates",165,72,"Acima do peso"
"Bates",165,70,"Acima do peso"
"Bates",195,74,""
"Bates",190,72,""
"Bates",156,70,"Acima do peso"
"Bates",170,71,""
"Bates",NA,NA,NA
"Bates",168,67,""
"Bates",165,72,"Acima do peso"
"Bathe",200,74,"Peso normal"
"Batiste",178,74,""
"Batiste",175,72,""
"Batista",210,73,"Peso normal"
"Batista",195,73,""
"Batista",180,72,""
"Batsch",168,70,""
"Battam",166,71,"Acima do peso"
"Battey",205,73,"Peso normal"
"Batten",165,71,"Acima do peso"
"Batten",180,71,""
"Battin",169,70,""
"Battle",170,72,""
"Battle",210,72,"Peso normal"
"Battle",170,73,"Acima do peso"
"Batton",195,76,""
"Batts",200,71,"Peso normal"
"Baty",211,75,"Peso normal"
"Bauer",190,69,""
"Bauer",192,72,""
"Bauers",195,73,""
"Bauer",175,72,""
"Bauer",215,78,"Peso normal"
"Bauers",195,75,""
"Bauer",205,73,"Peso normal"
"Baughman",175,71,""
"Baumann",198,71,"Peso normal"
"Baumann",205,72,"Peso normal"
"Baumann",235,76,"Peso normal"
"Baumann",160,69,"Acima do peso"
"Baumer",185,74,""
"Baumgardner",178,71,""
"Baumgartner",175,71,""
"Baumgartner",190,73,""
"Baumgarten",180,73,""
"Baumgartner",175,72,""
"Baumholtz",175,70,""
"Bausewine",207,74,"Peso normal"
"Bauta",200,75,""
"Bautista",170,71,""
"Bautista",190,77,""
"Bautista",190,77,""
"Bautista",195,75,""
"Bautista",177,73,""
"Bautista",205,72,"Peso normal"
"Bautista",194,74,""
"Baxes",190,73,""
"Baxes",175,70,""
"Baxter",205,72,"Peso normal"
"Baxter",200,74,"Peso normal"
"Bay",138,68,"Acima do peso"
"Bay",210,74,"Peso normal"
"Bayless",178,69,""
"Bayliss",200,73,"Peso normal"
"Baylor",190,73,""
"Bayne",160,69,"Acima do peso"
"Bazardo",165,72,"Acima do peso"
"Bazardo",230,74,"Peso normal"
"Baz",190,74,""
"Beachy",220,74,"Peso normal"
"Beach",NA,NA,NA
"Beall",180,71,""
"Beall",180,72,""
"Beall",178,70,""
"Beals",144,65,"Acima do peso"
"Beam",NA,69,NA
"Beam",185,72,""
"Beamon",195,71,""
"Beamon",183,73,""
"Beamon",195,75,""
"Beam",215,79,"Peso normal"
"Bean",197,73,""
"Bean",185,72,""
"Bean",255,78,"Peso normal"
"Beane",195,76,""
"Bean",138,68,"Acima do peso"
"Beard",190,77,""
"Bearden",198,75,""
"Beard",185,73,""
"Beard",180,71,""
"Beard",200,77,""
"Beard",165,68,""
"Beare",205,76,"Peso normal"
"Bearnarth",203,74,"Peso normal"
"Bearse",195,74,""
"Beasley",190,74,""
"Beasley",235,74,"Peso normal"
"Beasley",172,70,""
"Beasley",165,68,""
"Beatin",162,69,"Acima do peso"
"Beadle",200,74,"Peso normal"
"Beato",230,78,"Peso normal"
"Beatty",185,74,""
"Beatty",158,68,"Acima do peso"
"Beattie",210,77,"Peso normal"
"Beaty",215,72,"Peso normal"
"Beauchamp",190,74,""
"Beaumont",190,68,""
"Beavan",255,79,"Peso normal"
"Beavens",138,68,"Acima do peso"
"Beazley",190,73,""
"Becannon",165,70,"Acima do peso"
"Bechler",207,74,"Peso normal"
"Bechtel",165,71,"Acima do peso"
"Beck",200,74,"Peso normal"
"Beck",250,76,"Peso normal"
"Beck",230,75,"Peso normal"
"Beck",176,70,""
"Becker",170,69,""
"Becker",148,67,"Acima do peso"
"Becker",180,74,""
"Beckert",190,73,""
"Beckendorf",174,69,""
"Becker",200,74,"Peso normal"
"Becker",180,73,""
"Beckett",230,77,"Peso normal"
"Becker",155,68,"Acima do peso"
"Beck",168,70,""
"Becker",180,70,""
"Beckett",240,77,"Peso normal"
"Beck",141,69,"Acima do peso"
"Beck",180,73,""
"Beck",165,71,"Acima do peso"
"Beckham",188,72,""
"Beckham",215,72,"Peso normal"
"Beckley",200,70,"Peso normal"
"Beckmann",175,72,""
"Beckman",172,70,""
"Beck",190,75,""
"Beck",215,73,"Peso normal"
"Beckwith",200,75,""
"Beck",160,70,"Acima do peso"
"Becquer",178,71,""
"Bedard",195,73,""
"Bedell",185,73,""
"Bedford",170,68,""
"Bedgood",218,75,"Peso normal"
"Bedient",185,72,""
"Bednar",180,70,""
"Bednar",250,73,"Peso normal"
"Bedrosian",225,73,"Peso normal"
"Bedrosian",200,75,""
"Beebe",190,73,""
"Beecher",185,70,""
"Biecher",NA,NA,NA
"Beech",190,74,""
"Beecher",180,74,""
"Beede",216,74,"Peso normal"
"Beeks",200,71,"Peso normal"
"Beeler",225,77,"Peso normal"
"Beeler",170,72,""
"Beene",205,75,"Peso normal"
"Beene",155,69,"Acima do peso"
"Beers",175,72,""
"Beer",213,75,"Peso normal"
"Beggs",182,73,""
"Bagley",173,68,""
"Bagley",NA,NA,NA
"Begley",145,66,"Acima do peso"
"Behan",160,70,"Acima do peso"
"Behel",NA,NA,NA
"Behenna",170,74,"Acima do peso"
"Behney",180,74,""
"Behrman",174,71,""
"Beimel",205,75,"Peso normal"
"Beirne",210,76,"Peso normal"
"Bejma",165,70,"Acima do peso"
"Belanger",170,73,"Acima do peso"
"Belardi",185,73,""
"Belcher",170,72,""
"Belcher",210,75,"Peso normal"
"Belden",175,71,""
"Belfiore",220,75,"Peso normal"
"Belinsky",191,74,""
"Belinda",185,75,""
"Belisle",230,75,"Peso normal"
"Belisario",240,75,"Peso normal"
"Belitz",218,73,"Peso normal"
"Beliveau",190,73,""
"Belk",200,75,""
"Bellatti",190,73,""
"Bellan",154,68,"Acima do peso"
"Bella",185,71,""
"Bell",185,74,""
"Bell",200,75,""
"Bell",180,73,""
"Bell",NA,NA,NA
"Bell",200,75,""
"Bell",155,72,"Acima do peso"
"Bell",170,70,""
"Bell",200,74,"Peso normal"
"Belle",190,73,""
"Bell",178,72,""
"Bell",180,72,""
"Bell",NA,72,NA
"Bell",196,73,""
"Bell",195,72,""
"Bell",190,73,""
"Bell",190,73,""
"Bell",235,75,"Peso normal"
"Bell",185,72,""
"Bellhorn",195,73,""
"Bellinger",195,75,""
"Bellinger",203,76,"Peso normal"
"Belliard",160,66,"Acima do peso"
"Belliard",210,69,"Peso normal"
"Bell",180,73,""
"Bell",190,76,""
"Bell",230,74,"Peso normal"
"Bell",261,76,"Peso normal"
"Bell",172,71,""
"Bell",195,72,""
"Bell",165,71,"Acima do peso"
"Bell",175,73,""
"Bell",195,74,""
"Bellman",150,67,"Acima do peso"
"Bello",170,73,"Acima do peso"
"Bellorin",240,70,"Peso normal"
"Belloir",155,70,"Acima do peso"
"Bell",170,71,""
"Bell",225,77,"Peso normal"
"Baerwald",158,68,"Acima do peso"
"Bell",195,72,""
"Bell",205,74,"Peso normal"
"Belnome",205,71,"Peso normal"
"Below",210,75,"Peso normal"
"Belt",231,75,"Peso normal"
"Beltre",220,71,"Peso normal"
"Beltran",215,73,"Peso normal"
"Beltre",180,74,""
"Beltre",155,70,"Acima do peso"
"Beltran",255,78,"Peso normal"
"Beltre",230,75,"Peso normal"
"Beltran",185,71,""
"Bemboom",200,74,"Peso normal"
"Bemis",155,66,"Acima do peso"
"Benard",180,70,""
"Benavides",180,74,""
"Bench",197,73,""
"Bender",205,76,"Peso normal"
"Bender",185,74,""
"Benedict",NA,NA,NA
"Benedict",175,73,""
"Benes",215,77,"Peso normal"
"Benes",235,78,"Peso normal"
"Benes",158,68,"Acima do peso"
"Benge",160,69,"Acima do peso"
"Bengough",168,67,""
"Benintendi",180,69,""
"Beniquez",150,71,"Acima do peso"
"Benitez",180,76,""
"Benitez",195,74,""
"Benjamin",195,75,""
"Benjamin",194,74,""
"Benjamin",210,74,"Peso normal"
"Bennett",180,71,""
"Bennett",195,77,""
"Bennett",192,75,""
"Bennett",205,74,"Peso normal"
"Bennett",163,70,"Acima do peso"
"Bennett",185,69,""
"Bennett",190,72,""
"Bennett",160,69,"Acima do peso"
"Benners",175,NA,NA
"Bennett",200,75,""
"Bennett",168,69,""
"Bennett",160,73,"Acima do peso"
"Bennett",165,71,"Acima do peso"
"Bennett",200,77,""
"Benn",190,72,""
"Benoit",250,76,"Peso normal"
"Benson",185,73,""
"Benson",205,73,"Peso normal"
"Benson",190,76,""
"Benson",160,70,"Acima do peso"
"Benson",230,77,"Peso normal"
"Bentley",NA,NA,NA
"Bentley",200,71,"Peso normal"
"Benton",215,76,"Peso normal"
"Benton",190,73,""
"Benton",165,71,"Acima do peso"
"Benton",150,67,"Acima do peso"
"Benton",190,73,""
"Benton",170,73,"Acima do peso"
"Bentz",215,74,"Peso normal"
"Benzinger",185,73,""
"Benz",196,73,""
"Berardino",175,71,""
"Berberet",200,71,"Peso normal"
"Berblinger",190,72,""
"Bere",185,75,""
"Berenyi",205,75,"Peso normal"
"Berenguer",186,71,""
"Beresford",170,73,"Acima do peso"
"Bergamo",165,69,"Acima do peso"
"Berg",185,71,""
"Bergen",184,72,""
"Berger",180,74,""
"Berger",205,71,"Peso normal"
"Bergesen",210,74,"Peso normal"
"Berger",185,72,""
"Berger",188,69,""
"Berger",170,70,""
"Berger",165,69,"Acima do peso"
"Bergen",170,70,""
"Bergeron",185,74,""
"Bergen",223,73,"Peso normal"
"Berger",178,66,""
"Berger",198,74,""
"Bergh",NA,NA,NA
"Berghammer",172,69,""
"Berg",225,75,"Peso normal"
"Bergman",155,67,"Acima do peso"
"Bergman",195,73,""
"Bergman",185,73,""
"Bergman",200,77,""
"Bergmann",220,75,"Peso normal"
"Berg",185,73,""
"Bergman",205,76,"Peso normal"
"Bergolla",195,70,"Peso normal"
"Berkelbach",182,72,""
"Berken",210,72,"Peso normal"
"Berkenstock",NA,NA,NA
"Berkman",220,73,"Peso normal"
"Berly",190,71,""
"Berman",147,68,"Acima do peso"
"Bernardino",180,76,""
"Bernard",150,70,"Acima do peso"
"Bernard",170,74,"Acima do peso"
"Bernard",175,73,""
"Bernadina",210,74,"Peso normal"
"Bernazard",150,69,"Acima do peso"
"Bernal",175,73,""
"Bernard",195,74,""
"Bernero",205,76,"Peso normal"
"Bernhard",205,73,"Peso normal"
"Bernhardt",160,71,"Acima do peso"
"Bernhardt",175,74,""
"Bernier",180,69,""
"Bernier",185,73,""
"Bero",170,72,""
"Berra",180,72,""
"Berran",NA,71,NA
"Berra",185,67,""
"Berres",170,69,""
"Berrios",205,72,"Peso normal"
"Berroa",195,72,""
"Berroa",165,72,"Acima do peso"
"Berry",175,71,""
"Berry",185,72,""
"Berry",165,67,""
"Berryhill",205,72,"Peso normal"
"Berry",172,69,""
"Berry",159,70,"Acima do peso"
"Berry",145,70,"Acima do peso"
"Berry",175,72,""
"Berry",168,70,""
"Berry",195,73,""
"Berry",200,71,"Peso normal"
"Berry",140,66,"Acima do peso"
"Bertaina",177,71,""
"Bertell",200,72,"Peso normal"
"Berte",160,70,"Acima do peso"
"Berthrong",140,66,"Acima do peso"
"Berti",190,70,""
"Bertotti",185,73,""
"Bertoia",185,71,""
"Bertrand",180,72,""
"Berumen",210,74,"Peso normal"
"Besana",200,75,""
"Bescher",200,73,"Peso normal"
"Bessent",175,72,""
"Besse",190,74,""
"Bestick",NA,NA,NA
"Best",190,76,""
"Beswick",180,73,""
"Betances",265,80,"Peso normal"
"Betancourt",215,74,"Peso normal"
"Betancourt",205,70,"Peso normal"
"Betcher",173,71,""
"Betemit",220,74,"Peso normal"
"Bethancourt",205,75,"Peso normal"
"Bethea",175,72,""
"Bethke",185,75,""
"Bettendorf",180,75,""
"Bettencourt",195,71,""
"Bettinger",210,74,"Peso normal"
"Bettis",201,72,"Peso normal"
"Betts",200,70,"Peso normal"
"Betts",170,71,""
"Betts",180,69,""
"Betzel",158,69,"Acima do peso"
"Bevacqua",180,72,""
"Bevan",198,74,""
"Bevens",210,75,"Peso normal"
"Beverlin",220,77,"Peso normal"
"Beville",190,69,""
"Bevil",190,75,""
"Bevil",190,71,""
"Beville",180,71,""
"Bevington",190,74,""
"Bezdek",NA,NA,NA
"Biagini",230,76,"Peso normal"
"Biancalana",160,71,"Acima do peso"
"Bianchi",185,71,""
"Bianco",190,71,""
"Biasatti",175,71,""
"Bibby",235,77,"Peso normal"
"Bibens-Dirkx",210,73,"Peso normal"
"Bichette",190,72,""
"Bichette",215,75,"Peso normal"
"Bickerton",NA,NA,NA
"Bickford",200,76,""
"Bickford",180,72,""
"Bickham",160,70,"Acima do peso"
"Bicknell",170,71,""
"Biddle",220,77,"Peso normal"
"Biddle",230,75,"Peso normal"
"Bieber",200,75,""
"Bielak",208,74,"Peso normal"
"Bielaski",170,70,""
"Bielecki",195,75,""
"Biemiller",171,73,""
"Bierbauer",140,68,"Acima do peso"
"Bierbrodt",215,77,"Peso normal"
"Bierd",190,76,""
"Bierman",180,72,""
"Bieser",170,70,""
"Bigbee",157,69,"Acima do peso"
"Bigbee",180,72,""
"Bigbie",190,76,""
"Bigelow",185,71,""
"Biggio",200,74,"Peso normal"
"Biggio",185,71,""
"Biggs",185,73,""
"Bigler",150,69,"Acima do peso"
"Bignell",160,69,"Acima do peso"
"Biittner",205,74,"Peso normal"
"Bilardello",185,72,""
"Bilbrey",205,74,"Peso normal"
"Bildilli",170,70,""
"Bilko",230,73,"Peso normal"
"Billingsley",200,74,"Peso normal"
"Billings",205,72,"Peso normal"
"Billingsley",240,73,"Peso normal"
"Billings",195,73,""
"Billiard",190,72,""
"Billingham",195,76,""
"Billings",165,71,"Acima do peso"
"Billings",180,71,""
"Binks",175,72,""
"Biras",185,71,""
"Birchall",NA,NA,NA
"Bird",180,76,""
"Bird",195,70,"Peso normal"
"Bird",150,69,"Acima do peso"
"Bird",220,75,"Peso normal"
"Bird",200,75,""
"Bird",220,75,"Peso normal"
"Bird",170,71,""
"Birdsall",126,69,"Acima do peso"
"Birkbeck",190,73,""
"Birkins",188,74,""
"Birkofer",213,71,"Peso normal"
"Birmingham",185,70,""
"Birrer",195,72,""
"Birtsas",240,79,"Peso normal"
"Biscan",190,71,""
"Bischoff",165,67,""
"Bisenius",210,76,"Peso normal"
"Bishop",187,68,""
"Bishop",170,68,""
"Bishop",178,73,""
"Bishop",195,74,""
"Bishop",NA,NA,NA
"Bishop",195,72,""
"Bishop",180,72,""
"Bishop",165,68,""
"Bishop",188,74,""
"Bisland",155,69,"Acima do peso"
"Bissonette",180,71,""
"Bithorn",200,73,"Peso normal"
"Bitker",175,73,""
"Bittiger",175,70,""
"Bittmann",180,69,""
"Bivin",155,72,"Acima do peso"
"Bixler",195,73,""
"Bjorkman",190,74,""
"Blach",215,73,"Peso normal"
"Black",168,71,"Acima do peso"
"Black",155,65,"Acima do peso"
"Black",197,75,""
"Black",180,74,""
"Blackburn",165,73,"Acima do peso"
"Blackmon",221,75,"Peso normal"
"Black",175,74,""
"Black",185,72,""
"Blackburn",180,71,""
"Blackaby",190,71,""
"Blackwell",195,78,""
"Blackwell",160,70,"Acima do peso"
"Blackburn",184,71,""
"Blackerby",176,73,""
"Blackburn",175,76,""
"Black",185,73,""
"Black",220,74,"Peso normal"
"Blackburne",160,71,"Acima do peso"
"Blackburn",240,76,"Peso normal"
"Blackburn",196,73,""
"Black",230,75,"Peso normal"
"Blackburn",160,72,"Acima do peso"
"Blackwell",170,71,""
"Blackley",190,75,""
"Black",210,76,"Peso normal"
"Blades",163,67,"Acima do peso"
"Bladt",160,73,"Acima do peso"
"Blaeholder",175,71,""
"Blaemire",178,72,""
"Blair",220,77,"Peso normal"
"Blair",172,68,""
"Blair",186,72,""
"Blair",210,74,"Peso normal"
"Blair",182,77,""
"Blair",180,73,""
"Blair",168,72,"Acima do peso"
"Blair",185,72,""
"Blair",185,73,""
"Blaisdell",NA,NA,NA
"Blake",205,74,"Peso normal"
"Blake",175,71,""
"Blake",165,67,""
"Blakely",180,72,""
"Blake",180,72,""
"Blakiston",180,68,""
"Blalock",192,73,""
"Blanche",178,72,""
"Blanco",192,70,""
"Blanco",165,70,"Acima do peso"
"Blanco",170,72,""
"Blanco",205,77,"Peso normal"
"Blanco",187,70,""
"Blanco",220,71,"Peso normal"
"Blanchard",193,73,""
"Blanco",185,72,""
"Blanco",180,72,""
"Blanco",200,74,"Peso normal"
"Blandino",190,72,""
"Blanding",185,72,""
"Bland",190,77,""
"Blankenship",165,70,"Acima do peso"
"Blank",165,71,"Acima do peso"
"Blank",175,72,""
"Blankenship",185,72,""
"Blankenship",180,72,""
"Blanks",265,78,"Peso normal"
"Blanks",167,68,""
"Blankenship",190,72,""
"Blank",200,74,"Peso normal"
"Blankenship",170,73,"Acima do peso"
"Blankenhorn",230,74,"Peso normal"
"Blanton",180,71,""
"Blanton",225,75,"Peso normal"
"Blash",235,77,"Peso normal"
"Blasingame",160,70,"Acima do peso"
"Blasingame",185,73,""
"Blass",165,72,"Acima do peso"
"Blateric",200,75,""
"Blatnik",195,72,""
"Blattner",180,72,""
"Blauser",170,72,""
"Blauvelt",NA,NA,NA
"Blaylock",185,73,""
"Blaylock",196,72,""
"Blaylock",175,73,""
"Blazek",205,72,"Peso normal"
"Blazier",215,78,"Peso normal"
"Bleday",205,75,"Peso normal"
"Blefary",195,74,""
"Bleich",215,74,"Peso normal"
"Bleier",215,75,"Peso normal"
"Blemker",190,71,""
"Blessitt",185,71,""
"Blethen",165,71,"Acima do peso"
"Blevins",182,76,""
"Blewett",170,71,""
"Blewett",245,78,"Peso normal"
"Bligh",172,71,""
"Bliss",180,72,""
"Bliss",NA,NA,NA
"Bliss",185,69,""
"Block",185,69,""
"Block",180,72,""
"Blocker",195,74,""
"Blogg",155,68,"Acima do peso"
"Blomberg",195,73,""
"Blomdahl",185,74,""
"Blong",NA,NA,NA
"Bloodworth",180,71,""
"Bloomfield",175,71,""
"Bloomquist",200,71,"Peso normal"
"Blosser",200,75,""
"Blott",210,72,"Peso normal"
"Blowers",190,74,""
"Blue",200,75,""
"Bluege",162,71,"Acima do peso"
"Bluege",154,70,"Acima do peso"
"Bluejacket",200,74,"Peso normal"
"Blue",165,70,"Acima do peso"
"Blue",189,72,""
"Bluhm",165,71,"Acima do peso"
"Bluma",195,71,""
"Blume",175,71,""
"Blum",220,75,"Peso normal"
"Blyleven",200,75,""
"Blyzka",190,71,""
"Boak",180,72,""
"Boardman",194,74,""
"Boardman",NA,NA,NA
"Bobb",185,73,""
"Bocachica",195,71,""
"Boccabella",195,73,""
"Bocek",185,73,""
"Bochte",195,75,""
"Bochtler",205,75,"Peso normal"
"Bochy",205,75,"Peso normal"
"Bochy",200,74,"Peso normal"
"Bockman",175,69,""
"Bockus",190,74,""
"Bocock",185,71,""
"Boddicker",172,71,""
"Bodie",195,68,"Peso normal"
"Boeckel",175,70,""
"Boehler",180,74,""
"Boehling",168,71,"Acima do peso"
"Boehmer",192,73,""
"Boehringer",180,74,""
"Boerner",175,76,""
"Boesch",225,76,"Peso normal"
"Boever",200,73,"Peso normal"
"Bogaerts",218,74,"Peso normal"
"Bogart",195,74,""
"Bogar",198,74,""
"Bogener",193,72,""
"Boggs",210,72,"Peso normal"
"Boggs",235,76,"Peso normal"
"Boggs",170,72,""
"Boggs",195,74,""
"Boggs",190,74,""
"Bogle",220,76,"Peso normal"
"Bogusevic",215,75,"Peso normal"
"Bohanon",210,74,"Peso normal"
"Bohen",155,70,"Acima do peso"
"Bohm",218,77,"Peso normal"
"Bohn",165,69,"Acima do peso"
"Bohnet",175,72,""
"Bohne",175,68,""
"Bohn",200,77,""
"Boisclair",185,74,""
"Boitano",185,72,""
"Bokelmann",180,72,""
"Boken",165,74,"Acima do peso"
"Bokina",184,72,""
"Boland",NA,NA,NA
"Boland",168,68,""
"Boland",165,70,"Acima do peso"
"Bolanos",230,74,"Peso normal"
"Bold",185,74,""
"Bolden",200,76,""
"Bolen",180,71,""
"Boles",185,71,""
"Boles",NA,NA,NA
"Boley",170,71,""
"Bolger",180,74,""
"Bolick",190,70,""
"Bolin",185,76,""
"Bolling",175,73,""
"Bolling",168,71,"Acima do peso"
"Bolling",177,73,""
"Bollo",183,76,""
"Bollweg",190,73,""
"Bolsinger",215,73,"Peso normal"
"Bolton",195,76,""
"Bolton",160,69,"Acima do peso"
"Bolton",190,74,""
"Bolton",172,74,"Acima do peso"
"Bolt",180,74,""
"Bomback",170,71,""
"Bonderman",210,72,"Peso normal"
"Bonds",185,73,""
"Bonds",190,73,""
"Bond",160,67,"Acima do peso"
"Bond",228,79,"Peso normal"
"Bone",152,67,"Acima do peso"
"Bones",200,70,"Peso normal"
"Bonetti",180,72,""
"Boney",176,71,""
"Bongiovanni",175,70,""
"Bong",175,75,""
"Bonham",190,75,""
"Bonham",215,74,"Peso normal"
"Bonifacio",200,70,"Peso normal"
"Bonifacio",220,73,"Peso normal"
"Bonikowski",175,72,""
"Bonilla",210,75,"Peso normal"
"Bonilla",170,69,""
"Bonilla",225,72,"Peso normal"
"Bonine",220,77,"Peso normal"
"Bonin",178,69,""
"Bonnell",190,75,""
"Bonness",200,76,""
"Bonner",185,72,""
"Bonner",169,67,""
"Bono",175,71,""
"Bonser",245,76,"Peso normal"
"Bonura",210,72,"Peso normal"
"Booe",165,68,""
"Booker",170,70,""
"Booker",230,75,"Peso normal"
"Booker",230,78,"Peso normal"
"Booker",175,72,""
"Bool",180,71,""
"Booles",150,70,"Acima do peso"
"Boone",190,74,""
"Boone",195,74,""
"Boone",180,70,""
"Boone",190,74,""
"Boone",150,68,"Acima do peso"
"Boone",NA,NA,NA
"Boone",195,72,""
"Boone",160,69,"Acima do peso"
"Boone",172,72,""
"Bootcheck",210,77,"Peso normal"
"Booth",NA,NA,NA
"Booth",159,69,"Acima do peso"
"Booth",NA,NA,NA
"Booty",210,75,"Peso normal"
"Boozer",205,75,"Peso normal"
"Borbon",195,72,""
"Borbon",185,74,""
"Borbon",205,73,"Peso normal"
"Borchers",180,70,""
"Borchard",230,76,"Peso normal"
"Bordagaray",175,67,""
"Borden",140,69,"Acima do peso"
"Borders",190,74,""
"Bordick",170,71,""
"Bordi",210,79,"Peso normal"
"Bordley",185,75,""
"Borgmann",210,76,"Peso normal"
"Boris",200,74,"Peso normal"
"Bork",175,74,""
"Borkowski",182,72,""
"Borkowski",200,73,"Peso normal"
"Borland",172,75,"Acima do peso"
"Borland",186,78,""
"Bormann",205,72,"Peso normal"
"Borom",180,71,""
"Boros",185,72,""
"Borowy",175,72,""
"Borowski",225,74,"Peso normal"
"Borton",178,72,""
"Borucki",210,76,"Peso normal"
"Boscan",215,74,"Peso normal"
"Boscan",228,74,"Peso normal"
"Bosch",160,70,"Acima do peso"
"Bosetti",185,71,""
"Boshers",222,75,"Peso normal"
"Bosio",220,75,"Peso normal"
"Boskie",205,75,"Peso normal"
"Bosley",175,75,""
"Bosman",205,74,"Peso normal"
"Bosser",173,72,""
"Boss",185,71,""
"Bostick",240,78,"Peso normal"
"Bostick",200,70,"Peso normal"
"Bostick",NA,70,NA
"Boston",185,75,""
"Bostock",180,73,""
"Boswell",165,73,"Acima do peso"
"Boswell",185,75,""
"Boswell",170,72,""
"Bote",205,73,"Peso normal"
"Botelho",180,74,""
"Bottarini",190,72,""
"Bottalico",200,73,"Peso normal"
"Bottenfield",225,75,"Peso normal"
"Botting",195,72,""
"Bottomley",180,72,""
"Botts",250,77,"Peso normal"
"Botz",170,71,""
"Boucher",156,68,"Acima do peso"
"Boucher",195,73,""
"Bouchee",200,72,"Peso normal"
"Boucher",165,70,"Acima do peso"
"Bouchard",215,75,"Peso normal"
"Boudreau",185,71,""
"Bouldin",180,74,""
"Boultes",NA,75,NA
"Bourgeois",195,69,"Peso normal"
"Bourgeois",205,73,"Peso normal"
"Bourjos",185,72,""
"Bourjos",190,73,""
"Bour",270,76,"Peso normal"
"Bourn",190,71,""
"Bournigal",160,71,"Acima do peso"
"Bourque",215,76,"Peso normal"
"Bourque",210,72,"Peso normal"
"Bouton",170,72,""
"Bovee",200,70,"Peso normal"
"Bowa",155,70,"Acima do peso"
"Bowcock",150,67,"Acima do peso"
